Effective Date;Rate Type;Rate (%)
10/10/2013;SOFR;0.09
10/09/2013;SOFR;0.05
10/08/2013;SOFR;0.05
10/07/2013;SOFR;0.06
10/04/2013;SOFR;0.04
10/03/2013;SOFR;0.04
10/02/2013;SOFR;0.04
10/01/2013;SOFR;0.06
09/30/2013;SOFR;0.02
09/27/2013;SOFR;0.03
09/26/2013;SOFR;0.03
09/25/2013;SOFR;0.02
09/24/2013;SOFR;0.03
09/23/2013;SOFR;0.03
09/20/2013;SOFR;0.02
09/19/2013;SOFR;0.03
09/18/2013;SOFR;0.04
09/17/2013;SOFR;0.05
09/16/2013;SOFR;0.04
09/13/2013;SOFR;0.04
09/12/2013;SOFR;0.03
09/11/2013;SOFR;0.02
09/10/2013;SOFR;0.03
09/09/2013;SOFR;0.04
09/06/2013;SOFR;0.04
09/05/2013;SOFR;0.05
09/04/2013;SOFR;0.05
09/03/2013;SOFR;0.05
08/30/2013;SOFR;0.03
08/29/2013;SOFR;0.01
08/28/2013;SOFR;0.01
08/27/2013;SOFR;0.01
08/26/2013;SOFR;0.01
08/23/2013;SOFR;0.01
08/22/2013;SOFR;0.01
08/21/2013;SOFR;0.02
08/20/2013;SOFR;0.02
08/19/2013;SOFR;0.03
08/16/2013;SOFR;0.06
08/15/2013;SOFR;0.03
08/14/2013;SOFR;0.03
08/13/2013;SOFR;0.04
08/12/2013;SOFR;0.03
08/09/2013;SOFR;0.03
08/08/2013;SOFR;0.03
08/07/2013;SOFR;0.05
08/06/2013;SOFR;0.05
08/05/2013;SOFR;0.05
08/02/2013;SOFR;0.03
08/01/2013;SOFR;0.07
07/31/2013;SOFR;0.02
07/30/2013;SOFR;0.01
07/29/2013;SOFR;0.01
07/26/2013;SOFR;0.02
07/25/2013;SOFR;0.01
07/24/2013;SOFR;0.01
07/23/2013;SOFR;0.01
07/22/2013;SOFR;0.01
07/19/2013;SOFR;0.01
07/18/2013;SOFR;0.01
07/17/2013;SOFR;0.01
07/16/2013;SOFR;0.05
07/15/2013;SOFR;0.02
07/12/2013;SOFR;0.02
07/11/2013;SOFR;0.02
07/10/2013;SOFR;0.02
07/09/2013;SOFR;0.04
07/08/2013;SOFR;0.07
07/05/2013;SOFR;0.06
07/03/2013;SOFR;0.04
07/02/2013;SOFR;0.08
07/01/2013;SOFR;0.12
06/28/2013;SOFR;0.02
06/27/2013;SOFR;0.01
06/26/2013;SOFR;0.03
06/25/2013;SOFR;0.05
06/24/2013;SOFR;0.03
06/21/2013;SOFR;0.03
06/20/2013;SOFR;0.04
06/19/2013;SOFR;0.08
06/18/2013;SOFR;0.07
06/17/2013;SOFR;0.04
06/14/2013;SOFR;0.03
06/13/2013;SOFR;0.03
06/12/2013;SOFR;0.03
06/11/2013;SOFR;0.03
06/10/2013;SOFR;0.05
06/07/2013;SOFR;0.05
06/06/2013;SOFR;0.04
06/05/2013;SOFR;0.09
06/04/2013;SOFR;0.09
06/03/2013;SOFR;0.07
05/31/2013;SOFR;0.01
05/30/2013;SOFR;0.01
05/29/2013;SOFR;0.03
05/28/2013;SOFR;0.03
05/24/2013;SOFR;0.03
05/23/2013;SOFR;0.01
05/22/2013;SOFR;0.01
05/21/2013;SOFR;0.03
05/20/2013;SOFR;0.04
05/17/2013;SOFR;0.05
05/16/2013;SOFR;0.08
05/15/2013;SOFR;0.05
05/14/2013;SOFR;0.07
05/13/2013;SOFR;0.07
05/10/2013;SOFR;0.06
05/09/2013;SOFR;0.06
05/08/2013;SOFR;0.08
05/07/2013;SOFR;0.1
05/06/2013;SOFR;0.13
05/03/2013;SOFR;0.15
05/02/2013;SOFR;0.15
05/01/2013;SOFR;0.16
04/30/2013;SOFR;0.07
04/29/2013;SOFR;0.08
04/26/2013;SOFR;0.09
04/25/2013;SOFR;0.06
04/24/2013;SOFR;0.06
04/23/2013;SOFR;0.11
04/22/2013;SOFR;0.13
04/19/2013;SOFR;0.13
04/18/2013;SOFR;0.15
04/17/2013;SOFR;0.15
04/16/2013;SOFR;0.15
04/15/2013;SOFR;0.16
04/12/2013;SOFR;0.18
04/11/2013;SOFR;0.15
04/10/2013;SOFR;0.15
04/09/2013;SOFR;0.14
04/08/2013;SOFR;0.15
04/05/2013;SOFR;0.13
04/04/2013;SOFR;0.1
04/03/2013;SOFR;0.16
04/02/2013;SOFR;0.19
04/01/2013;SOFR;0.18
03/28/2013;SOFR;0.08
03/27/2013;SOFR;0.1
03/26/2013;SOFR;0.14
03/25/2013;SOFR;0.12
03/22/2013;SOFR;0.12
03/21/2013;SOFR;0.14
03/20/2013;SOFR;0.11
03/19/2013;SOFR;0.12
03/18/2013;SOFR;0.18
03/15/2013;SOFR;0.11
03/14/2013;SOFR;0.08
03/13/2013;SOFR;0.13
03/12/2013;SOFR;0.15
03/11/2013;SOFR;0.16
03/08/2013;SOFR;0.16
03/07/2013;SOFR;0.16
03/06/2013;SOFR;0.13
03/05/2013;SOFR;0.16
03/04/2013;SOFR;0.17
03/01/2013;SOFR;0.17
02/28/2013;SOFR;0.07
02/27/2013;SOFR;0.07
02/26/2013;SOFR;0.12
02/25/2013;SOFR;0.16
02/22/2013;SOFR;0.16
02/21/2013;SOFR;0.15
02/20/2013;SOFR;0.12
02/19/2013;SOFR;0.17
02/15/2013;SOFR;0.12
02/14/2013;SOFR;0.11
02/13/2013;SOFR;0.07
02/12/2013;SOFR;0.06
02/11/2013;SOFR;0.12
02/08/2013;SOFR;0.06
02/07/2013;SOFR;0.05
02/06/2013;SOFR;0.06
02/05/2013;SOFR;0.09
02/04/2013;SOFR;0.12
02/01/2013;SOFR;0.14
01/31/2013;SOFR;0.06
01/30/2013;SOFR;0.03
01/29/2013;SOFR;0.07
01/28/2013;SOFR;0.14
01/25/2013;SOFR;0.12
01/24/2013;SOFR;0.05
01/23/2013;SOFR;0.05
01/22/2013;SOFR;0.08
01/18/2013;SOFR;0.1
01/17/2013;SOFR;0.13
01/16/2013;SOFR;0.18
01/15/2013;SOFR;0.13
01/14/2013;SOFR;0.1
01/11/2013;SOFR;0.08
01/10/2013;SOFR;0.1
01/09/2013;SOFR;0.11
01/08/2013;SOFR;0.12
01/07/2013;SOFR;0.15
01/04/2013;SOFR;0.16
01/03/2013;SOFR;0.21
01/02/2013;SOFR;0.19
12/31/2012;SOFR;0.17
12/28/2012;SOFR;0.17
12/27/2012;SOFR;0.19
12/26/2012;SOFR;0.2
12/24/2012;SOFR;0.19
12/21/2012;SOFR;0.18
12/20/2012;SOFR;0.18
12/19/2012;SOFR;0.2
12/18/2012;SOFR;0.2
12/17/2012;SOFR;0.2
12/14/2012;SOFR;0.18
12/13/2012;SOFR;0.19
12/12/2012;SOFR;0.21
12/11/2012;SOFR;0.18
12/10/2012;SOFR;0.23
12/07/2012;SOFR;0.24
12/06/2012;SOFR;0.22
12/05/2012;SOFR;0.22
12/04/2012;SOFR;0.21
12/03/2012;SOFR;0.22
11/30/2012;SOFR;0.18
11/29/2012;SOFR;0.17
11/28/2012;SOFR;0.17
11/27/2012;SOFR;0.22
11/26/2012;SOFR;0.21
11/23/2012;SOFR;0.19
11/21/2012;SOFR;0.16
11/20/2012;SOFR;0.16
11/19/2012;SOFR;0.18
11/16/2012;SOFR;0.22
11/15/2012;SOFR;0.22
11/14/2012;SOFR;0.2
11/13/2012;SOFR;0.21
11/09/2012;SOFR;0.2
11/08/2012;SOFR;0.16
11/07/2012;SOFR;0.18
11/06/2012;SOFR;0.19
11/05/2012;SOFR;0.23
11/02/2012;SOFR;0.26
11/01/2012;SOFR;0.28
10/31/2012;SOFR;0.24
10/29/2012;SOFR;0.19
10/26/2012;SOFR;0.23
10/25/2012;SOFR;0.18
10/24/2012;SOFR;0.15
10/23/2012;SOFR;0.17
10/22/2012;SOFR;0.21
10/19/2012;SOFR;0.22
10/18/2012;SOFR;0.22
10/17/2012;SOFR;0.24
10/16/2012;SOFR;0.24
10/15/2012;SOFR;0.23
10/12/2012;SOFR;0.22
10/11/2012;SOFR;0.21
10/10/2012;SOFR;0.21
10/09/2012;SOFR;0.23
10/05/2012;SOFR;0.23
10/04/2012;SOFR;0.23
10/03/2012;SOFR;0.24
10/02/2012;SOFR;0.25
10/01/2012;SOFR;0.22
09/28/2012;SOFR;0.19
09/27/2012;SOFR;0.22
09/26/2012;SOFR;0.23
09/25/2012;SOFR;0.21
09/24/2012;SOFR;0.21
09/21/2012;SOFR;0.2
09/20/2012;SOFR;0.2
09/19/2012;SOFR;0.2
09/18/2012;SOFR;0.21
09/17/2012;SOFR;0.24
09/14/2012;SOFR;0.23
09/13/2012;SOFR;0.22
09/12/2012;SOFR;0.21
09/11/2012;SOFR;0.2
09/10/2012;SOFR;0.21
09/07/2012;SOFR;0.22
09/06/2012;SOFR;0.19
09/05/2012;SOFR;0.19
09/04/2012;SOFR;0.19
08/31/2012;SOFR;0.16
08/30/2012;SOFR;0.12
08/29/2012;SOFR;0.14
08/28/2012;SOFR;0.17
08/27/2012;SOFR;0.17
08/24/2012;SOFR;0.16
08/23/2012;SOFR;0.13
08/22/2012;SOFR;0.13
08/21/2012;SOFR;0.13
08/20/2012;SOFR;0.14
08/17/2012;SOFR;0.16
08/16/2012;SOFR;0.19
08/15/2012;SOFR;0.13
08/14/2012;SOFR;0.16
08/13/2012;SOFR;0.17
08/10/2012;SOFR;0.18
08/09/2012;SOFR;0.17
08/08/2012;SOFR;0.14
08/07/2012;SOFR;0.16
08/06/2012;SOFR;0.17
08/03/2012;SOFR;0.17
08/02/2012;SOFR;0.16
08/01/2012;SOFR;0.17
07/31/2012;SOFR;0.14
07/30/2012;SOFR;0.14
07/27/2012;SOFR;0.15
07/26/2012;SOFR;0.18
07/25/2012;SOFR;0.16
07/24/2012;SOFR;0.11
07/23/2012;SOFR;0.1
07/20/2012;SOFR;0.08
07/19/2012;SOFR;0.14
07/18/2012;SOFR;0.17
07/17/2012;SOFR;0.19
07/16/2012;SOFR;0.16
07/13/2012;SOFR;0.19
07/12/2012;SOFR;0.16
07/11/2012;SOFR;0.15
07/10/2012;SOFR;0.16
07/09/2012;SOFR;0.2
07/06/2012;SOFR;0.21
07/05/2012;SOFR;0.22
07/03/2012;SOFR;0.25
07/02/2012;SOFR;0.16
06/29/2012;SOFR;0.16
06/28/2012;SOFR;0.15
06/27/2012;SOFR;0.14
06/26/2012;SOFR;0.21
06/25/2012;SOFR;0.21
06/22/2012;SOFR;0.15
06/21/2012;SOFR;0.13
06/20/2012;SOFR;0.15
06/19/2012;SOFR;0.2
06/18/2012;SOFR;0.23
06/15/2012;SOFR;0.21
06/14/2012;SOFR;0.21
06/13/2012;SOFR;0.19
06/12/2012;SOFR;0.17
06/11/2012;SOFR;0.17
06/08/2012;SOFR;0.15
06/07/2012;SOFR;0.15
06/06/2012;SOFR;0.18
06/05/2012;SOFR;0.19
06/04/2012;SOFR;0.2
06/01/2012;SOFR;0.19
05/31/2012;SOFR;0.14
05/30/2012;SOFR;0.16
05/29/2012;SOFR;0.18
05/25/2012;SOFR;0.15
05/24/2012;SOFR;0.13
05/23/2012;SOFR;0.16
05/22/2012;SOFR;0.17
05/21/2012;SOFR;0.18
05/18/2012;SOFR;0.18
05/17/2012;SOFR;0.16
05/16/2012;SOFR;0.2
05/15/2012;SOFR;0.19
05/14/2012;SOFR;0.16
05/11/2012;SOFR;0.15
05/10/2012;SOFR;0.15
05/09/2012;SOFR;0.16
05/08/2012;SOFR;0.16
05/07/2012;SOFR;0.17
05/04/2012;SOFR;0.15
05/03/2012;SOFR;0.14
05/02/2012;SOFR;0.18
05/01/2012;SOFR;0.19
04/30/2012;SOFR;0.12
04/27/2012;SOFR;0.13
04/26/2012;SOFR;0.16
04/25/2012;SOFR;0.09
04/24/2012;SOFR;0.09
04/23/2012;SOFR;0.08
04/20/2012;SOFR;0.1
04/19/2012;SOFR;0.14
04/18/2012;SOFR;0.15
04/17/2012;SOFR;0.18
04/16/2012;SOFR;0.16
04/13/2012;SOFR;0.18
04/12/2012;SOFR;0.15
04/11/2012;SOFR;0.17
04/10/2012;SOFR;0.19
04/09/2012;SOFR;0.2
04/05/2012;SOFR;0.18
04/04/2012;SOFR;0.16
04/03/2012;SOFR;0.18
04/02/2012;SOFR;0.07
03/30/2012;SOFR;0.12
03/29/2012;SOFR;0.14
03/28/2012;SOFR;0.15
03/27/2012;SOFR;0.18
03/26/2012;SOFR;0.14
03/23/2012;SOFR;0.11
03/22/2012;SOFR;0.14
03/21/2012;SOFR;0.16
03/20/2012;SOFR;0.16
03/19/2012;SOFR;0.2
03/16/2012;SOFR;0.2
03/15/2012;SOFR;0.14
03/14/2012;SOFR;0.15
03/13/2012;SOFR;0.16
03/12/2012;SOFR;0.16
03/09/2012;SOFR;0.15
03/08/2012;SOFR;0.13
03/07/2012;SOFR;0.14
03/06/2012;SOFR;0.14
03/05/2012;SOFR;0.15
03/02/2012;SOFR;0.16
03/01/2012;SOFR;0.17
02/29/2012;SOFR;0.11
02/28/2012;SOFR;0.15
02/27/2012;SOFR;0.11
02/24/2012;SOFR;0.09
02/23/2012;SOFR;0.05
02/22/2012;SOFR;0.06
02/21/2012;SOFR;0.08
02/17/2012;SOFR;0.11
02/16/2012;SOFR;0.16
02/15/2012;SOFR;0.11
02/14/2012;SOFR;0.15
02/13/2012;SOFR;0.15
02/10/2012;SOFR;0.1
02/09/2012;SOFR;0.08
02/08/2012;SOFR;0.09
02/07/2012;SOFR;0.1
02/06/2012;SOFR;0.14
02/03/2012;SOFR;0.14
02/02/2012;SOFR;0.16
02/01/2012;SOFR;0.2
01/31/2012;SOFR;0.09
01/30/2012;SOFR;0.08
01/27/2012;SOFR;0.09
01/26/2012;SOFR;0.09
01/25/2012;SOFR;0.09
01/24/2012;SOFR;0.12
01/23/2012;SOFR;0.15
01/20/2012;SOFR;0.14
01/19/2012;SOFR;0.14
01/18/2012;SOFR;0.16
01/17/2012;SOFR;0.12
01/13/2012;SOFR;0.08
01/12/2012;SOFR;0.04
01/11/2012;SOFR;0.04
01/10/2012;SOFR;0.05
01/09/2012;SOFR;0.04
01/06/2012;SOFR;0.04
01/05/2012;SOFR;0.05
01/04/2012;SOFR;0.09
01/03/2012;SOFR;0.03
12/30/2011;SOFR;0.03
12/29/2011;SOFR;0.02
12/28/2011;SOFR;0.05
12/27/2011;SOFR;0.04
12/23/2011;SOFR;0.01
12/22/2011;SOFR;0.02
12/21/2011;SOFR;0.07
12/20/2011;SOFR;0.07
12/19/2011;SOFR;0.09
12/16/2011;SOFR;0.08
12/15/2011;SOFR;0.05
12/14/2011;SOFR;0.06
12/13/2011;SOFR;0.06
12/12/2011;SOFR;0.05
12/09/2011;SOFR;0.04
12/08/2011;SOFR;0.05
12/07/2011;SOFR;0.07
12/06/2011;SOFR;0.07
12/05/2011;SOFR;0.07
12/02/2011;SOFR;0.07
12/01/2011;SOFR;0.11
11/30/2011;SOFR;0.07
11/29/2011;SOFR;0.11
11/28/2011;SOFR;0.12
11/25/2011;SOFR;0.1
11/23/2011;SOFR;0.1
11/22/2011;SOFR;0.08
11/21/2011;SOFR;0.09
11/18/2011;SOFR;0.06
11/17/2011;SOFR;0.1
11/16/2011;SOFR;0.13
11/15/2011;SOFR;0.09
11/14/2011;SOFR;0.07
11/10/2011;SOFR;0.05
11/09/2011;SOFR;0.05
11/08/2011;SOFR;0.05
11/07/2011;SOFR;0.05
11/04/2011;SOFR;0.09
11/03/2011;SOFR;0.1
11/02/2011;SOFR;0.09
11/01/2011;SOFR;0.1
10/31/2011;SOFR;0.05
10/28/2011;SOFR;0.05
10/27/2011;SOFR;0.05
10/26/2011;SOFR;0.07
10/25/2011;SOFR;0.04
10/24/2011;SOFR;0.05
10/21/2011;SOFR;0.04
10/20/2011;SOFR;0.06
10/19/2011;SOFR;0.11
10/18/2011;SOFR;0.13
10/17/2011;SOFR;0.09
10/14/2011;SOFR;0.05
10/13/2011;SOFR;0.05
10/12/2011;SOFR;0.06
10/11/2011;SOFR;0.06
10/07/2011;SOFR;0.06
10/06/2011;SOFR;0.06
10/05/2011;SOFR;0.06
10/04/2011;SOFR;0.09
10/03/2011;SOFR;0.05
09/30/2011;SOFR;0.02
09/29/2011;SOFR;0.05
09/28/2011;SOFR;0.08
09/27/2011;SOFR;0.12
09/26/2011;SOFR;0.09
09/23/2011;SOFR;0.07
09/22/2011;SOFR;0.09
09/21/2011;SOFR;0.11
09/20/2011;SOFR;0.08
09/19/2011;SOFR;0.1
09/16/2011;SOFR;0.11
09/15/2011;SOFR;0.05
09/14/2011;SOFR;0.06
09/13/2011;SOFR;0.04
09/12/2011;SOFR;0.05
09/09/2011;SOFR;0.06
09/08/2011;SOFR;0.07
09/07/2011;SOFR;0.08
09/06/2011;SOFR;0.06
09/02/2011;SOFR;0.08
09/01/2011;SOFR;0.06
08/31/2011;SOFR;0.02
08/30/2011;SOFR;0.05
08/29/2011;SOFR;0.04
08/26/2011;SOFR;0.03
08/25/2011;SOFR;0.01
08/24/2011;SOFR;0.01
08/23/2011;SOFR;0.03
08/22/2011;SOFR;0.05
08/19/2011;SOFR;0.03
08/18/2011;SOFR;0.03
08/17/2011;SOFR;0.03
08/16/2011;SOFR;0.11
08/15/2011;SOFR;0.09
08/12/2011;SOFR;0.04
08/11/2011;SOFR;0.02
08/10/2011;SOFR;0.02
08/09/2011;SOFR;0.09
08/08/2011;SOFR;0.01
08/05/2011;SOFR;0.06
08/04/2011;SOFR;0.08
08/03/2011;SOFR;0.22
08/02/2011;SOFR;0.27
08/01/2011;SOFR;0.16
07/29/2011;SOFR;0.08
07/28/2011;SOFR;0.07
07/27/2011;SOFR;0.02
07/26/2011;SOFR;0.01
07/25/2011;SOFR;0.01
07/22/2011;SOFR;0.01
07/21/2011;SOFR;0
07/20/2011;SOFR;0.01
07/19/2011;SOFR;0.01
07/18/2011;SOFR;0.01
07/15/2011;SOFR;0.01
07/14/2011;SOFR;0
07/13/2011;SOFR;0
07/12/2011;SOFR;0
07/11/2011;SOFR;0.01
07/08/2011;SOFR;0.01
07/07/2011;SOFR;0
07/06/2011;SOFR;0.01
07/05/2011;SOFR;0.03
07/01/2011;SOFR;0.01
06/30/2011;SOFR;0.01
06/29/2011;SOFR;0.01
06/28/2011;SOFR;0.01
06/27/2011;SOFR;0.01
06/24/2011;SOFR;0.01
06/23/2011;SOFR;0.03
06/22/2011;SOFR;0.06
06/21/2011;SOFR;0.06
06/20/2011;SOFR;0.11
06/17/2011;SOFR;0.08
06/16/2011;SOFR;0.11
06/15/2011;SOFR;0.06
06/14/2011;SOFR;0.06
06/13/2011;SOFR;0.06
06/10/2011;SOFR;0.04
06/09/2011;SOFR;0.04
06/08/2011;SOFR;0.06
06/07/2011;SOFR;0.08
06/06/2011;SOFR;0.09
06/03/2011;SOFR;0.1
06/02/2011;SOFR;0.11
06/01/2011;SOFR;0.11
05/31/2011;SOFR;0.07
05/27/2011;SOFR;0.07
05/26/2011;SOFR;0.06
05/25/2011;SOFR;0.07
05/24/2011;SOFR;0.07
05/23/2011;SOFR;0.07
05/20/2011;SOFR;0.08
05/19/2011;SOFR;0.09
05/18/2011;SOFR;0.07
05/17/2011;SOFR;0.1
05/16/2011;SOFR;0.07
05/13/2011;SOFR;0.04
05/12/2011;SOFR;0.01
05/11/2011;SOFR;0.03
05/10/2011;SOFR;0.02
05/09/2011;SOFR;0.02
05/06/2011;SOFR;0.01
05/05/2011;SOFR;0.02
05/04/2011;SOFR;0.02
05/03/2011;SOFR;0.06
05/02/2011;SOFR;0.03
04/29/2011;SOFR;0.01
04/28/2011;SOFR;0.03
04/27/2011;SOFR;0.05
04/26/2011;SOFR;0.08
04/25/2011;SOFR;0.07
04/21/2011;SOFR;0.06
04/20/2011;SOFR;0.07
04/19/2011;SOFR;0.08
04/18/2011;SOFR;0.15
04/15/2011;SOFR;0.07
04/14/2011;SOFR;0.01
04/13/2011;SOFR;0.01
04/12/2011;SOFR;0.03
04/11/2011;SOFR;0.05
04/08/2011;SOFR;0.07
04/07/2011;SOFR;0.06
04/06/2011;SOFR;0.01
04/05/2011;SOFR;0.02
04/04/2011;SOFR;0.11
04/01/2011;SOFR;0.12
03/31/2011;SOFR;0.1
03/30/2011;SOFR;0.09
03/29/2011;SOFR;0.11
03/28/2011;SOFR;0.1
03/25/2011;SOFR;0.11
03/24/2011;SOFR;0.12
03/23/2011;SOFR;0.15
03/22/2011;SOFR;0.14
03/21/2011;SOFR;0.16
03/18/2011;SOFR;0.15
03/17/2011;SOFR;0.13
03/16/2011;SOFR;0.15
03/15/2011;SOFR;0.13
03/14/2011;SOFR;0.11
03/11/2011;SOFR;0.11
03/10/2011;SOFR;0.12
03/09/2011;SOFR;0.12
03/08/2011;SOFR;0.13
03/07/2011;SOFR;0.13
03/04/2011;SOFR;0.13
03/03/2011;SOFR;0.13
03/02/2011;SOFR;0.15
03/01/2011;SOFR;0.18
02/28/2011;SOFR;0.14
02/25/2011;SOFR;0.12
02/24/2011;SOFR;0.13
02/23/2011;SOFR;0.13
02/22/2011;SOFR;0.13
02/18/2011;SOFR;0.12
02/17/2011;SOFR;0.12
02/16/2011;SOFR;0.18
02/15/2011;SOFR;0.14
02/14/2011;SOFR;0.13
02/11/2011;SOFR;0.13
02/10/2011;SOFR;0.12
02/09/2011;SOFR;0.14
02/08/2011;SOFR;0.15
02/07/2011;SOFR;0.15
02/04/2011;SOFR;0.16
02/03/2011;SOFR;0.2
02/02/2011;SOFR;0.21
02/01/2011;SOFR;0.22
01/31/2011;SOFR;0.16
01/28/2011;SOFR;0.17
01/27/2011;SOFR;0.15
01/26/2011;SOFR;0.16
01/25/2011;SOFR;0.15
01/24/2011;SOFR;0.17
01/21/2011;SOFR;0.2
01/20/2011;SOFR;0.2
01/19/2011;SOFR;0.23
01/18/2011;SOFR;0.16
01/14/2011;SOFR;0.15
01/13/2011;SOFR;0.14
01/12/2011;SOFR;0.15
01/11/2011;SOFR;0.16
01/10/2011;SOFR;0.16
01/07/2011;SOFR;0.16
01/06/2011;SOFR;0.15
01/05/2011;SOFR;0.18
01/04/2011;SOFR;0.21
01/03/2011;SOFR;0.22
12/31/2010;SOFR;0.16
12/30/2010;SOFR;0.14
12/29/2010;SOFR;0.17
12/28/2010;SOFR;0.22
12/27/2010;SOFR;0.13
12/23/2010;SOFR;0.16
12/22/2010;SOFR;0.21
12/21/2010;SOFR;0.2
12/20/2010;SOFR;0.23
12/17/2010;SOFR;0.21
12/16/2010;SOFR;0.27
12/15/2010;SOFR;0.21
12/14/2010;SOFR;0.16
12/13/2010;SOFR;0.15
12/10/2010;SOFR;0.14
12/09/2010;SOFR;0.14
12/08/2010;SOFR;0.14
12/07/2010;SOFR;0.16
12/06/2010;SOFR;0.17
12/03/2010;SOFR;0.21
12/02/2010;SOFR;0.23
12/01/2010;SOFR;0.24
11/30/2010;SOFR;0.23
11/29/2010;SOFR;0.23
11/26/2010;SOFR;0.22
11/24/2010;SOFR;0.21
11/23/2010;SOFR;0.21
11/22/2010;SOFR;0.23
11/19/2010;SOFR;0.24
11/18/2010;SOFR;0.22
11/17/2010;SOFR;0.24
11/16/2010;SOFR;0.27
11/15/2010;SOFR;0.2
11/12/2010;SOFR;0.17
11/10/2010;SOFR;0.17
11/09/2010;SOFR;0.19
11/08/2010;SOFR;0.2
11/05/2010;SOFR;0.2
11/04/2010;SOFR;0.21
11/03/2010;SOFR;0.23
11/02/2010;SOFR;0.25
11/01/2010;SOFR;0.22
10/29/2010;SOFR;0.2
10/28/2010;SOFR;0.19
10/27/2010;SOFR;0.2
10/26/2010;SOFR;0.21
10/25/2010;SOFR;0.22
10/22/2010;SOFR;0.22
10/21/2010;SOFR;0.2
10/20/2010;SOFR;0.22
10/19/2010;SOFR;0.24
10/18/2010;SOFR;0.26
10/15/2010;SOFR;0.21
10/14/2010;SOFR;0.2
10/13/2010;SOFR;0.19
10/12/2010;SOFR;0.19
10/08/2010;SOFR;0.21
10/07/2010;SOFR;0.21
10/06/2010;SOFR;0.21
10/05/2010;SOFR;0.21
10/04/2010;SOFR;0.25
10/01/2010;SOFR;0.24
09/30/2010;SOFR;0.22
09/29/2010;SOFR;0.23
09/28/2010;SOFR;0.23
09/27/2010;SOFR;0.23
09/24/2010;SOFR;0.23
09/23/2010;SOFR;0.22
09/22/2010;SOFR;0.22
09/21/2010;SOFR;0.24
09/20/2010;SOFR;0.24
09/17/2010;SOFR;0.29
09/16/2010;SOFR;0.29
09/15/2010;SOFR;0.21
09/14/2010;SOFR;0.2
09/13/2010;SOFR;0.2
09/10/2010;SOFR;0.2
09/09/2010;SOFR;0.2
09/08/2010;SOFR;0.21
09/07/2010;SOFR;0.21
09/03/2010;SOFR;0.21
09/02/2010;SOFR;0.21
09/01/2010;SOFR;0.24
08/31/2010;SOFR;0.21
08/30/2010;SOFR;0.21
08/27/2010;SOFR;0.23
08/26/2010;SOFR;0.2
08/25/2010;SOFR;0.2
08/24/2010;SOFR;0.2
08/23/2010;SOFR;0.21
08/20/2010;SOFR;0.2
08/19/2010;SOFR;0.21
08/18/2010;SOFR;0.24
08/17/2010;SOFR;0.27
08/16/2010;SOFR;0.21
08/13/2010;SOFR;0.19
08/12/2010;SOFR;0.18
08/11/2010;SOFR;0.19
08/10/2010;SOFR;0.22
08/09/2010;SOFR;0.22
08/06/2010;SOFR;0.23
08/05/2010;SOFR;0.22
08/04/2010;SOFR;0.22
08/03/2010;SOFR;0.25
08/02/2010;SOFR;0.21
07/30/2010;SOFR;0.19
07/29/2010;SOFR;0.2
07/28/2010;SOFR;0.21
07/27/2010;SOFR;0.21
07/26/2010;SOFR;0.2
07/23/2010;SOFR;0.2
07/22/2010;SOFR;0.19
07/21/2010;SOFR;0.22
07/20/2010;SOFR;0.22
07/19/2010;SOFR;0.24
07/16/2010;SOFR;0.23
07/15/2010;SOFR;0.17
07/14/2010;SOFR;0.17
07/13/2010;SOFR;0.2
07/12/2010;SOFR;0.2
07/09/2010;SOFR;0.2
07/08/2010;SOFR;0.21
07/07/2010;SOFR;0.23
07/06/2010;SOFR;0.24
07/02/2010;SOFR;0.23
07/01/2010;SOFR;0.02
06/30/2010;SOFR;0.16
06/29/2010;SOFR;0.17
06/28/2010;SOFR;0.17
06/25/2010;SOFR;0.15
06/24/2010;SOFR;0.17
06/23/2010;SOFR;0.19
06/22/2010;SOFR;0.19
06/21/2010;SOFR;0.19
06/18/2010;SOFR;0.19
06/17/2010;SOFR;0.18
06/16/2010;SOFR;0.2
06/15/2010;SOFR;0.17
06/14/2010;SOFR;0.17
06/11/2010;SOFR;0.16
06/10/2010;SOFR;0.18
06/09/2010;SOFR;0.19
06/08/2010;SOFR;0.21
06/07/2010;SOFR;0.22
06/04/2010;SOFR;0.21
06/03/2010;SOFR;0.21
06/02/2010;SOFR;0.22
06/01/2010;SOFR;0.2
05/28/2010;SOFR;0.2
05/27/2010;SOFR;0.19
05/26/2010;SOFR;0.2
05/25/2010;SOFR;0.21
05/24/2010;SOFR;0.21
05/21/2010;SOFR;0.22
05/20/2010;SOFR;0.22
05/19/2010;SOFR;0.22
05/18/2010;SOFR;0.23
05/17/2010;SOFR;0.21
05/14/2010;SOFR;0.19
05/13/2010;SOFR;0.19
05/12/2010;SOFR;0.18
05/11/2010;SOFR;0.18
05/10/2010;SOFR;0.17
05/07/2010;SOFR;0.17
05/06/2010;SOFR;0.18
05/05/2010;SOFR;0.18
05/04/2010;SOFR;0.19
05/03/2010;SOFR;0.19
04/30/2010;SOFR;0.15
04/29/2010;SOFR;0.15
04/28/2010;SOFR;0.16
04/27/2010;SOFR;0.17
04/26/2010;SOFR;0.18
04/23/2010;SOFR;0.17
04/22/2010;SOFR;0.17
04/21/2010;SOFR;0.18
04/20/2010;SOFR;0.18
04/19/2010;SOFR;0.21
04/16/2010;SOFR;0.21
