Effective Date;Rate Type;Rate (%)
10/13/2006;SOFR;5.23
10/12/2006;SOFR;5.24
10/11/2006;SOFR;5.24
10/10/2006;SOFR;5.24
10/06/2006;SOFR;5.24
10/05/2006;SOFR;5.24
10/04/2006;SOFR;5.25
10/03/2006;SOFR;5.26
10/02/2006;SOFR;5.03
09/29/2006;SOFR;5.24
09/28/2006;SOFR;5.26
09/27/2006;SOFR;5.23
09/26/2006;SOFR;5.22
09/25/2006;SOFR;5.21
09/22/2006;SOFR;5.21
09/21/2006;SOFR;5.21
09/20/2006;SOFR;5.22
09/19/2006;SOFR;5.19
09/18/2006;SOFR;5.19
09/15/2006;SOFR;5.23
09/14/2006;SOFR;5.21
09/13/2006;SOFR;5.22
09/12/2006;SOFR;5.22
09/11/2006;SOFR;5.22
09/08/2006;SOFR;5.22
09/07/2006;SOFR;5.22
09/06/2006;SOFR;5.22
09/05/2006;SOFR;5.22
09/01/2006;SOFR;5.23
08/31/2006;SOFR;5.2
08/30/2006;SOFR;5.2
08/29/2006;SOFR;5.21
08/28/2006;SOFR;5.21
08/25/2006;SOFR;5.2
08/24/2006;SOFR;5.19
08/23/2006;SOFR;5.2
08/22/2006;SOFR;5.17
08/21/2006;SOFR;5.16
08/18/2006;SOFR;5.21
08/17/2006;SOFR;5.19
08/16/2006;SOFR;5.24
08/15/2006;SOFR;5.19
08/14/2006;SOFR;5.17
08/11/2006;SOFR;5.18
08/10/2006;SOFR;5.19
08/09/2006;SOFR;5.2
08/08/2006;SOFR;5.22
08/07/2006;SOFR;5.21
08/04/2006;SOFR;5.2
08/03/2006;SOFR;5.19
08/02/2006;SOFR;5.24
08/01/2006;SOFR;5.23
07/31/2006;SOFR;5.19
07/28/2006;SOFR;5.19
07/27/2006;SOFR;5.18
07/26/2006;SOFR;5.17
07/25/2006;SOFR;5.16
07/24/2006;SOFR;5.15
07/21/2006;SOFR;5.16
07/20/2006;SOFR;5.15
07/19/2006;SOFR;5.16
07/18/2006;SOFR;5.24
07/17/2006;SOFR;5.2
07/14/2006;SOFR;5.17
07/13/2006;SOFR;5.16
07/12/2006;SOFR;5.16
07/11/2006;SOFR;5.16
07/10/2006;SOFR;5.15
07/07/2006;SOFR;5.16
07/06/2006;SOFR;5.1
07/05/2006;SOFR;5.1
07/03/2006;SOFR;4.51
06/30/2006;SOFR;5.02
06/29/2006;SOFR;4.96
06/28/2006;SOFR;4.91
06/27/2006;SOFR;4.9
06/26/2006;SOFR;4.9
06/23/2006;SOFR;4.87
06/22/2006;SOFR;4.8
06/21/2006;SOFR;4.79
06/20/2006;SOFR;4.88
06/19/2006;SOFR;4.88
06/16/2006;SOFR;4.95
06/15/2006;SOFR;4.96
06/14/2006;SOFR;4.96
06/13/2006;SOFR;4.95
06/12/2006;SOFR;4.96
06/09/2006;SOFR;4.95
06/08/2006;SOFR;4.94
06/07/2006;SOFR;4.94
06/06/2006;SOFR;4.93
06/05/2006;SOFR;4.92
06/02/2006;SOFR;4.88
06/01/2006;SOFR;4.89
05/31/2006;SOFR;4.89
05/30/2006;SOFR;4.88
05/26/2006;SOFR;4.84
05/25/2006;SOFR;4.81
05/24/2006;SOFR;4.84
05/23/2006;SOFR;4.86
05/22/2006;SOFR;4.84
05/19/2006;SOFR;4.8
05/18/2006;SOFR;4.76
05/17/2006;SOFR;4.79
05/16/2006;SOFR;4.94
05/15/2006;SOFR;4.89
05/12/2006;SOFR;4.83
05/11/2006;SOFR;4.69
05/10/2006;SOFR;4.72
05/09/2006;SOFR;4.72
05/08/2006;SOFR;4.69
05/05/2006;SOFR;4.71
05/04/2006;SOFR;4.67
05/03/2006;SOFR;4.7
05/02/2006;SOFR;4.71
05/01/2006;SOFR;4.69
04/28/2006;SOFR;4.7
04/27/2006;SOFR;4.65
04/26/2006;SOFR;4.66
04/25/2006;SOFR;4.65
04/24/2006;SOFR;4.61
04/21/2006;SOFR;4.63
04/20/2006;SOFR;4.64
04/19/2006;SOFR;4.67
04/18/2006;SOFR;4.74
04/17/2006;SOFR;4.77
04/13/2006;SOFR;4.72
04/12/2006;SOFR;4.72
04/11/2006;SOFR;4.72
04/10/2006;SOFR;4.71
04/07/2006;SOFR;4.73
04/06/2006;SOFR;4.7
04/05/2006;SOFR;4.7
04/04/2006;SOFR;4.69
04/03/2006;SOFR;4.5
03/31/2006;SOFR;4.61
03/30/2006;SOFR;4.61
03/29/2006;SOFR;4.68
03/28/2006;SOFR;4.69
03/27/2006;SOFR;4.65
03/24/2006;SOFR;4.58
03/23/2006;SOFR;4.53
03/22/2006;SOFR;4.53
03/21/2006;SOFR;4.48
03/20/2006;SOFR;4.47
03/17/2006;SOFR;4.46
03/16/2006;SOFR;4.5
03/15/2006;SOFR;4.47
03/14/2006;SOFR;4.46
03/13/2006;SOFR;4.46
03/10/2006;SOFR;4.46
03/09/2006;SOFR;4.45
03/08/2006;SOFR;4.46
03/07/2006;SOFR;4.47
03/06/2006;SOFR;4.46
03/03/2006;SOFR;4.46
03/02/2006;SOFR;4.46
03/01/2006;SOFR;4.52
02/28/2006;SOFR;4.45
02/27/2006;SOFR;4.45
02/24/2006;SOFR;4.45
02/23/2006;SOFR;4.45
02/22/2006;SOFR;4.44
02/21/2006;SOFR;4.44
02/17/2006;SOFR;4.44
02/16/2006;SOFR;4.5
02/15/2006;SOFR;4.43
02/14/2006;SOFR;4.44
02/13/2006;SOFR;4.42
02/10/2006;SOFR;4.42
02/09/2006;SOFR;4.4
02/08/2006;SOFR;4.39
02/07/2006;SOFR;4.4
02/06/2006;SOFR;4.4
02/03/2006;SOFR;4.41
02/02/2006;SOFR;4.36
02/01/2006;SOFR;4.38
01/31/2006;SOFR;4.39
01/30/2006;SOFR;4.32
01/27/2006;SOFR;4.27
01/26/2006;SOFR;4.18
01/25/2006;SOFR;4.16
01/24/2006;SOFR;4.15
01/23/2006;SOFR;4.13
01/20/2006;SOFR;4.17
01/19/2006;SOFR;4.17
01/18/2006;SOFR;4.24
01/17/2006;SOFR;4.21
01/13/2006;SOFR;4.19
01/12/2006;SOFR;4.17
01/11/2006;SOFR;4.15
01/10/2006;SOFR;4.16
01/09/2006;SOFR;4.14
01/06/2006;SOFR;4.16
01/05/2006;SOFR;4.2
01/04/2006;SOFR;4.21
01/03/2006;SOFR;3.46
12/30/2005;SOFR;4
12/29/2005;SOFR;4.14
12/28/2005;SOFR;4.15
12/27/2005;SOFR;4.18
12/23/2005;SOFR;4.15
12/22/2005;SOFR;4.21
12/21/2005;SOFR;4.2
12/20/2005;SOFR;4.16
12/19/2005;SOFR;4.17
12/16/2005;SOFR;4.11
12/15/2005;SOFR;4.2
12/14/2005;SOFR;4.22
12/13/2005;SOFR;4.21
12/12/2005;SOFR;4.16
12/09/2005;SOFR;4.05
12/08/2005;SOFR;3.97
12/07/2005;SOFR;3.97
12/06/2005;SOFR;3.99
12/05/2005;SOFR;3.97
12/02/2005;SOFR;3.96
12/01/2005;SOFR;3.94
11/30/2005;SOFR;3.9
11/29/2005;SOFR;3.95
11/28/2005;SOFR;3.96
11/25/2005;SOFR;3.95
11/23/2005;SOFR;3.96
11/22/2005;SOFR;3.95
11/21/2005;SOFR;3.94
11/18/2005;SOFR;3.95
11/17/2005;SOFR;3.94
11/16/2005;SOFR;4.03
11/15/2005;SOFR;3.95
11/14/2005;SOFR;3.94
11/10/2005;SOFR;3.92
11/09/2005;SOFR;3.93
11/08/2005;SOFR;3.93
11/07/2005;SOFR;3.91
11/04/2005;SOFR;3.91
11/03/2005;SOFR;3.89
11/02/2005;SOFR;3.93
11/01/2005;SOFR;3.94
10/31/2005;SOFR;3.84
10/28/2005;SOFR;3.77
10/27/2005;SOFR;3.69
10/26/2005;SOFR;3.67
10/25/2005;SOFR;3.69
10/24/2005;SOFR;3.66
10/21/2005;SOFR;3.66
10/20/2005;SOFR;3.65
10/19/2005;SOFR;3.65
10/18/2005;SOFR;3.7
10/17/2005;SOFR;3.64
10/14/2005;SOFR;3.68
10/13/2005;SOFR;3.6
10/12/2005;SOFR;3.67
10/11/2005;SOFR;3.67
10/07/2005;SOFR;3.69
10/06/2005;SOFR;3.69
10/05/2005;SOFR;3.65
10/04/2005;SOFR;3.61
10/03/2005;SOFR;3.27
09/30/2005;SOFR;3.54
09/29/2005;SOFR;3.62
09/28/2005;SOFR;3.66
09/27/2005;SOFR;3.62
09/26/2005;SOFR;3.61
09/23/2005;SOFR;3.6
09/22/2005;SOFR;3.6
09/21/2005;SOFR;3.47
09/20/2005;SOFR;3.56
09/19/2005;SOFR;3.56
09/16/2005;SOFR;3.61
09/15/2005;SOFR;3.43
09/14/2005;SOFR;3.44
09/13/2005;SOFR;3.45
09/12/2005;SOFR;3.43
09/09/2005;SOFR;3.44
09/08/2005;SOFR;3.45
09/07/2005;SOFR;3.47
09/06/2005;SOFR;3.48
09/02/2005;SOFR;3.52
09/01/2005;SOFR;3.52
08/31/2005;SOFR;3.51
08/30/2005;SOFR;3.53
08/29/2005;SOFR;3.52
08/26/2005;SOFR;3.47
08/25/2005;SOFR;3.46
08/24/2005;SOFR;3.46
08/23/2005;SOFR;3.44
08/22/2005;SOFR;3.43
08/19/2005;SOFR;3.45
08/18/2005;SOFR;3.4
08/17/2005;SOFR;3.4
08/16/2005;SOFR;3.5
08/15/2005;SOFR;3.43
08/12/2005;SOFR;3.36
08/11/2005;SOFR;3.35
08/10/2005;SOFR;3.38
08/09/2005;SOFR;3.44
08/08/2005;SOFR;3.36
08/05/2005;SOFR;3.26
08/04/2005;SOFR;3.13
08/03/2005;SOFR;3.19
08/02/2005;SOFR;3.25
08/01/2005;SOFR;3.25
07/29/2005;SOFR;3.2
07/28/2005;SOFR;3.18
07/27/2005;SOFR;3.19
07/26/2005;SOFR;3.18
07/25/2005;SOFR;3.17
07/22/2005;SOFR;3.16
07/21/2005;SOFR;3.13
07/20/2005;SOFR;3.15
07/19/2005;SOFR;3.19
07/18/2005;SOFR;3.27
07/15/2005;SOFR;3.17
07/14/2005;SOFR;3.15
07/13/2005;SOFR;3.15
07/12/2005;SOFR;3.13
07/11/2005;SOFR;3.11
07/08/2005;SOFR;3.11
07/07/2005;SOFR;3.11
07/06/2005;SOFR;3.17
07/05/2005;SOFR;3.18
07/01/2005;SOFR;2.87
06/30/2005;SOFR;3.13
06/29/2005;SOFR;3.08
06/28/2005;SOFR;3.01
06/27/2005;SOFR;2.98
06/24/2005;SOFR;2.98
06/23/2005;SOFR;2.93
06/22/2005;SOFR;2.93
06/21/2005;SOFR;2.93
06/20/2005;SOFR;2.93
06/17/2005;SOFR;2.95
06/16/2005;SOFR;3
06/15/2005;SOFR;3.01
06/14/2005;SOFR;2.97
06/13/2005;SOFR;2.96
06/10/2005;SOFR;2.97
06/09/2005;SOFR;2.96
06/08/2005;SOFR;2.93
06/07/2005;SOFR;2.92
06/06/2005;SOFR;2.91
06/03/2005;SOFR;2.92
06/02/2005;SOFR;2.92
06/01/2005;SOFR;2.95
05/31/2005;SOFR;2.91
05/27/2005;SOFR;2.92
05/26/2005;SOFR;2.9
05/25/2005;SOFR;2.91
05/24/2005;SOFR;2.92
05/23/2005;SOFR;2.91
05/20/2005;SOFR;2.93
05/19/2005;SOFR;2.9
05/18/2005;SOFR;2.9
05/17/2005;SOFR;2.96
05/16/2005;SOFR;2.9
05/13/2005;SOFR;2.91
05/12/2005;SOFR;2.88
05/11/2005;SOFR;2.88
05/10/2005;SOFR;2.9
05/09/2005;SOFR;2.9
05/06/2005;SOFR;2.89
05/05/2005;SOFR;2.89
05/04/2005;SOFR;2.91
05/03/2005;SOFR;2.89
05/02/2005;SOFR;2.84
04/29/2005;SOFR;2.81
04/28/2005;SOFR;2.76
04/27/2005;SOFR;2.71
04/26/2005;SOFR;2.66
04/25/2005;SOFR;2.63
04/22/2005;SOFR;2.61
04/21/2005;SOFR;2.65
04/20/2005;SOFR;2.65
04/19/2005;SOFR;2.68
04/18/2005;SOFR;2.75
04/15/2005;SOFR;2.79
04/14/2005;SOFR;2.72
04/13/2005;SOFR;2.72
04/12/2005;SOFR;2.72
04/11/2005;SOFR;2.7
04/08/2005;SOFR;2.71
04/07/2005;SOFR;2.68
04/06/2005;SOFR;2.7
04/05/2005;SOFR;2.7
04/04/2005;SOFR;2.7
04/01/2005;SOFR;2.63
03/31/2005;SOFR;2.62
03/30/2005;SOFR;2.7
03/29/2005;SOFR;2.69
03/28/2005;SOFR;2.61
03/24/2005;SOFR;2.61
03/23/2005;SOFR;2.64
03/22/2005;SOFR;2.69
03/21/2005;SOFR;2.66
03/18/2005;SOFR;2.57
03/17/2005;SOFR;2.5
03/16/2005;SOFR;2.59
03/15/2005;SOFR;2.51
03/14/2005;SOFR;2.48
03/11/2005;SOFR;2.49
03/10/2005;SOFR;2.44
03/09/2005;SOFR;2.44
03/08/2005;SOFR;2.47
03/07/2005;SOFR;2.44
03/04/2005;SOFR;2.47
03/03/2005;SOFR;2.4
03/02/2005;SOFR;2.5
03/01/2005;SOFR;2.6
02/28/2005;SOFR;2.53
02/25/2005;SOFR;2.53
02/24/2005;SOFR;2.46
02/23/2005;SOFR;2.46
02/22/2005;SOFR;2.44
02/18/2005;SOFR;2.46
02/17/2005;SOFR;2.44
02/16/2005;SOFR;2.52
02/15/2005;SOFR;2.49
02/14/2005;SOFR;2.47
02/11/2005;SOFR;2.43
02/10/2005;SOFR;2.42
02/09/2005;SOFR;2.4
02/08/2005;SOFR;2.42
02/07/2005;SOFR;2.39
02/04/2005;SOFR;2.39
02/03/2005;SOFR;2.39
02/02/2005;SOFR;2.43
02/01/2005;SOFR;2.43
01/31/2005;SOFR;2.33
01/28/2005;SOFR;2.23
01/27/2005;SOFR;2.18
01/26/2005;SOFR;2.14
01/25/2005;SOFR;2.13
01/24/2005;SOFR;2.1
01/21/2005;SOFR;2.14
01/20/2005;SOFR;2.18
01/19/2005;SOFR;2.22
01/18/2005;SOFR;2.17
01/14/2005;SOFR;2.11
01/13/2005;SOFR;2.08
01/12/2005;SOFR;2.1
01/11/2005;SOFR;2.11
01/10/2005;SOFR;2.12
01/07/2005;SOFR;2.12
01/06/2005;SOFR;2.11
01/05/2005;SOFR;2.11
01/04/2005;SOFR;2.11
01/03/2005;SOFR;1.61
12/31/2004;SOFR;1.81
12/30/2004;SOFR;1.9
12/29/2004;SOFR;2.09
12/28/2004;SOFR;2.13
12/27/2004;SOFR;2.09
12/23/2004;SOFR;2.04
12/22/2004;SOFR;2.04
12/21/2004;SOFR;2.09
12/20/2004;SOFR;2.1
12/17/2004;SOFR;2.15
12/16/2004;SOFR;2.22
12/15/2004;SOFR;2.17
12/14/2004;SOFR;2.1
12/13/2004;SOFR;2.01
12/10/2004;SOFR;2
12/09/2004;SOFR;1.95
12/08/2004;SOFR;1.94
12/07/2004;SOFR;1.94
12/06/2004;SOFR;1.96
12/03/2004;SOFR;1.93
12/02/2004;SOFR;1.93
12/01/2004;SOFR;1.96
11/30/2004;SOFR;1.95
11/29/2004;SOFR;1.94
11/26/2004;SOFR;1.92
11/24/2004;SOFR;1.88
11/23/2004;SOFR;1.92
11/22/2004;SOFR;1.9
11/19/2004;SOFR;1.92
11/18/2004;SOFR;1.93
11/17/2004;SOFR;1.92
11/16/2004;SOFR;2.02
11/15/2004;SOFR;1.93
11/12/2004;SOFR;1.88
11/10/2004;SOFR;1.8
11/09/2004;SOFR;1.82
11/08/2004;SOFR;1.76
11/05/2004;SOFR;1.75
11/04/2004;SOFR;1.73
11/03/2004;SOFR;1.74
11/02/2004;SOFR;1.79
11/01/2004;SOFR;1.79
10/29/2004;SOFR;1.75
10/28/2004;SOFR;1.7
10/27/2004;SOFR;1.72
10/26/2004;SOFR;1.72
10/25/2004;SOFR;1.7
10/22/2004;SOFR;1.72
10/21/2004;SOFR;1.7
10/20/2004;SOFR;1.72
10/19/2004;SOFR;1.74
10/18/2004;SOFR;1.79
10/15/2004;SOFR;1.74
10/14/2004;SOFR;1.73
10/13/2004;SOFR;1.73
10/12/2004;SOFR;1.71
10/08/2004;SOFR;1.72
10/07/2004;SOFR;1.72
10/06/2004;SOFR;1.72
10/05/2004;SOFR;1.72
10/04/2004;SOFR;1.74
10/01/2004;SOFR;1.74
09/30/2004;SOFR;1.69
09/29/2004;SOFR;1.68
09/28/2004;SOFR;1.68
09/27/2004;SOFR;1.66
09/24/2004;SOFR;1.66
09/23/2004;SOFR;1.66
09/22/2004;SOFR;1.65
09/21/2004;SOFR;1.54
09/20/2004;SOFR;1.51
09/17/2004;SOFR;1.5
09/16/2004;SOFR;1.51
09/15/2004;SOFR;1.48
09/14/2004;SOFR;1.51
09/13/2004;SOFR;1.49
09/10/2004;SOFR;1.51
09/09/2004;SOFR;1.51
09/08/2004;SOFR;1.51
09/07/2004;SOFR;1.5
09/03/2004;SOFR;1.51
09/02/2004;SOFR;1.52
09/01/2004;SOFR;1.55
08/31/2004;SOFR;1.5
08/30/2004;SOFR;1.49
08/27/2004;SOFR;1.49
08/26/2004;SOFR;1.48
08/25/2004;SOFR;1.46
08/24/2004;SOFR;1.48
08/23/2004;SOFR;1.45
08/20/2004;SOFR;1.45
08/19/2004;SOFR;1.4
08/18/2004;SOFR;1.45
08/17/2004;SOFR;1.55
08/16/2004;SOFR;1.46
08/13/2004;SOFR;1.46
08/12/2004;SOFR;1.44
08/11/2004;SOFR;1.43
08/10/2004;SOFR;1.33
08/09/2004;SOFR;1.29
08/06/2004;SOFR;1.26
08/05/2004;SOFR;1.23
08/04/2004;SOFR;1.26
08/03/2004;SOFR;1.31
08/02/2004;SOFR;1.31
07/30/2004;SOFR;1.31
07/29/2004;SOFR;1.27
07/28/2004;SOFR;1.26
07/27/2004;SOFR;1.24
07/26/2004;SOFR;1.23
07/23/2004;SOFR;1.23
07/22/2004;SOFR;1.22
07/21/2004;SOFR;1.23
07/20/2004;SOFR;1.23
07/19/2004;SOFR;1.23
07/16/2004;SOFR;1.27
07/15/2004;SOFR;1.22
07/14/2004;SOFR;1.22
07/13/2004;SOFR;1.22
07/12/2004;SOFR;1.2
07/09/2004;SOFR;1.22
07/08/2004;SOFR;1.2
07/07/2004;SOFR;1.22
07/06/2004;SOFR;1.21
07/02/2004;SOFR;1.26
07/01/2004;SOFR;1.28
06/30/2004;SOFR;1.1
06/29/2004;SOFR;1.05
06/28/2004;SOFR;0.99
06/25/2004;SOFR;0.98
06/24/2004;SOFR;0.96
06/23/2004;SOFR;0.96
06/22/2004;SOFR;0.97
06/21/2004;SOFR;0.97
06/18/2004;SOFR;0.97
06/17/2004;SOFR;0.96
06/16/2004;SOFR;1.01
06/15/2004;SOFR;0.97
06/14/2004;SOFR;0.95
06/10/2004;SOFR;0.95
06/09/2004;SOFR;0.96
06/08/2004;SOFR;0.96
06/07/2004;SOFR;0.97
06/04/2004;SOFR;0.97
06/03/2004;SOFR;0.96
06/02/2004;SOFR;0.99
06/01/2004;SOFR;0.97
05/28/2004;SOFR;0.97
05/27/2004;SOFR;0.95
05/26/2004;SOFR;0.95
05/25/2004;SOFR;0.96
05/24/2004;SOFR;0.95
05/21/2004;SOFR;0.95
05/20/2004;SOFR;0.96
05/19/2004;SOFR;0.97
05/18/2004;SOFR;0.99
05/17/2004;SOFR;0.91
05/14/2004;SOFR;0.89
05/13/2004;SOFR;0.88
05/12/2004;SOFR;0.89
05/11/2004;SOFR;0.9
05/10/2004;SOFR;0.89
05/07/2004;SOFR;0.91
05/06/2004;SOFR;0.91
05/05/2004;SOFR;0.91
05/04/2004;SOFR;0.94
05/03/2004;SOFR;0.93
04/30/2004;SOFR;0.92
04/29/2004;SOFR;0.91
04/28/2004;SOFR;0.9
04/27/2004;SOFR;0.91
04/26/2004;SOFR;0.9
04/23/2004;SOFR;0.9
04/22/2004;SOFR;0.92
04/21/2004;SOFR;0.92
04/20/2004;SOFR;0.97
04/19/2004;SOFR;0.96
04/16/2004;SOFR;0.99
04/15/2004;SOFR;0.98
04/14/2004;SOFR;0.99
04/13/2004;SOFR;0.99
04/12/2004;SOFR;0.99
04/08/2004;SOFR;0.98
04/07/2004;SOFR;0.99
04/06/2004;SOFR;0.99
04/05/2004;SOFR;0.99
04/02/2004;SOFR;1
04/01/2004;SOFR;1
03/31/2004;SOFR;1
03/30/2004;SOFR;1
03/29/2004;SOFR;0.99
03/26/2004;SOFR;1
03/25/2004;SOFR;0.98
03/24/2004;SOFR;0.99
03/23/2004;SOFR;0.99
03/22/2004;SOFR;0.99
03/19/2004;SOFR;1
03/18/2004;SOFR;0.98
03/17/2004;SOFR;0.99
03/16/2004;SOFR;1.02
03/15/2004;SOFR;0.98
03/12/2004;SOFR;0.99
03/11/2004;SOFR;0.97
03/10/2004;SOFR;0.98
03/09/2004;SOFR;0.98
03/08/2004;SOFR;0.97
03/05/2004;SOFR;0.99
03/04/2004;SOFR;0.98
03/03/2004;SOFR;0.99
03/02/2004;SOFR;1
03/01/2004;SOFR;0.99
02/27/2004;SOFR;0.98
02/26/2004;SOFR;0.96
02/25/2004;SOFR;0.96
02/24/2004;SOFR;0.97
02/23/2004;SOFR;0.95
02/20/2004;SOFR;0.97
02/19/2004;SOFR;0.99
02/18/2004;SOFR;1.01
02/17/2004;SOFR;0.98
02/13/2004;SOFR;0.98
02/12/2004;SOFR;0.96
02/11/2004;SOFR;0.96
02/10/2004;SOFR;0.97
02/09/2004;SOFR;0.97
02/06/2004;SOFR;0.97
02/05/2004;SOFR;0.96
02/04/2004;SOFR;0.96
02/03/2004;SOFR;0.98
02/02/2004;SOFR;0.98
01/30/2004;SOFR;0.98
01/29/2004;SOFR;0.98
01/28/2004;SOFR;0.98
01/27/2004;SOFR;0.98
01/26/2004;SOFR;0.96
01/23/2004;SOFR;0.97
01/22/2004;SOFR;0.97
01/21/2004;SOFR;0.98
01/20/2004;SOFR;0.97
01/16/2004;SOFR;0.99
01/15/2004;SOFR;0.95
01/14/2004;SOFR;0.95
01/13/2004;SOFR;0.97
01/12/2004;SOFR;0.94
01/09/2004;SOFR;0.95
01/08/2004;SOFR;0.94
01/07/2004;SOFR;0.96
01/06/2004;SOFR;0.98
01/05/2004;SOFR;0.98
01/02/2004;SOFR;0.86
12/31/2003;SOFR;0.95
12/30/2003;SOFR;0.98
12/29/2003;SOFR;0.98
12/26/2003;SOFR;0.98
12/24/2003;SOFR;0.99
12/23/2003;SOFR;0.99
12/22/2003;SOFR;0.99
12/19/2003;SOFR;1.01
12/18/2003;SOFR;0.99
12/17/2003;SOFR;0.98
12/16/2003;SOFR;1.01
12/15/2003;SOFR;0.97
12/12/2003;SOFR;0.97
12/11/2003;SOFR;0.96
12/10/2003;SOFR;0.98
12/09/2003;SOFR;0.98
12/08/2003;SOFR;0.97
12/05/2003;SOFR;0.98
12/04/2003;SOFR;0.98
12/03/2003;SOFR;0.98
12/02/2003;SOFR;1.02
12/01/2003;SOFR;1.01
11/28/2003;SOFR;0.99
11/26/2003;SOFR;0.99
11/25/2003;SOFR;0.99
11/24/2003;SOFR;0.97
11/21/2003;SOFR;0.99
11/20/2003;SOFR;0.98
11/19/2003;SOFR;0.98
11/18/2003;SOFR;1.05
11/17/2003;SOFR;0.99
11/14/2003;SOFR;1.01
11/13/2003;SOFR;0.98
11/12/2003;SOFR;0.97
11/10/2003;SOFR;0.94
11/07/2003;SOFR;0.96
11/06/2003;SOFR;0.95
11/05/2003;SOFR;0.98
11/04/2003;SOFR;1.01
11/03/2003;SOFR;0.99
10/31/2003;SOFR;1
10/30/2003;SOFR;0.99
10/29/2003;SOFR;1
10/28/2003;SOFR;0.97
10/27/2003;SOFR;0.96
10/24/2003;SOFR;0.95
10/23/2003;SOFR;0.94
10/22/2003;SOFR;0.96
10/21/2003;SOFR;0.95
10/20/2003;SOFR;0.94
10/17/2003;SOFR;1
10/16/2003;SOFR;1.05
10/15/2003;SOFR;1.02
10/14/2003;SOFR;0.92
10/10/2003;SOFR;0.94
10/09/2003;SOFR;0.93
10/08/2003;SOFR;0.93
10/07/2003;SOFR;0.96
10/06/2003;SOFR;0.94
10/03/2003;SOFR;1
10/02/2003;SOFR;0.99
10/01/2003;SOFR;0.96
09/30/2003;SOFR;1.02
09/29/2003;SOFR;1
09/26/2003;SOFR;1.01
09/25/2003;SOFR;0.97
09/24/2003;SOFR;0.95
09/23/2003;SOFR;0.96
09/22/2003;SOFR;0.91
09/19/2003;SOFR;0.95
09/18/2003;SOFR;0.94
09/17/2003;SOFR;0.98
09/16/2003;SOFR;1.07
09/15/2003;SOFR;0.97
09/12/2003;SOFR;0.97
09/11/2003;SOFR;0.93
09/10/2003;SOFR;0.95
09/09/2003;SOFR;0.97
09/08/2003;SOFR;0.89
09/05/2003;SOFR;0.97
09/04/2003;SOFR;0.99
09/03/2003;SOFR;1
09/02/2003;SOFR;1
08/29/2003;SOFR;0.98
08/28/2003;SOFR;0.97
08/27/2003;SOFR;0.97
08/26/2003;SOFR;0.96
08/25/2003;SOFR;0.89
08/22/2003;SOFR;0.93
08/21/2003;SOFR;0.85
08/20/2003;SOFR;0.94
08/19/2003;SOFR;1.01
08/18/2003;SOFR;1.09
08/15/2003;SOFR;0.99
08/14/2003;SOFR;0.95
08/13/2003;SOFR;0.97
08/12/2003;SOFR;0.97
08/11/2003;SOFR;0.89
08/08/2003;SOFR;0.93
08/07/2003;SOFR;0.88
08/06/2003;SOFR;0.94
08/05/2003;SOFR;0.99
08/04/2003;SOFR;1.02
08/01/2003;SOFR;1.04
07/31/2003;SOFR;1.06
07/30/2003;SOFR;1.03
07/29/2003;SOFR;0.99
07/28/2003;SOFR;0.98
07/25/2003;SOFR;1
07/24/2003;SOFR;0.97
07/23/2003;SOFR;0.97
07/22/2003;SOFR;0.97
07/21/2003;SOFR;0.95
07/18/2003;SOFR;0.99
07/17/2003;SOFR;0.99
07/16/2003;SOFR;1.07
07/15/2003;SOFR;0.95
07/14/2003;SOFR;0.92
07/11/2003;SOFR;0.95
07/10/2003;SOFR;0.91
07/09/2003;SOFR;0.95
07/08/2003;SOFR;0.94
07/07/2003;SOFR;0.94
07/03/2003;SOFR;0.95
07/02/2003;SOFR;1.06
07/01/2003;SOFR;1.09
06/30/2003;SOFR;1
06/27/2003;SOFR;1.01
06/26/2003;SOFR;0.88
06/25/2003;SOFR;1.06
06/24/2003;SOFR;1.16
06/23/2003;SOFR;1.15
06/20/2003;SOFR;1.21
06/19/2003;SOFR;1.2
06/18/2003;SOFR;1.22
06/17/2003;SOFR;1.27
06/16/2003;SOFR;1.2
06/13/2003;SOFR;1.22
06/12/2003;SOFR;1.2
06/11/2003;SOFR;1.21
06/10/2003;SOFR;1.21
06/09/2003;SOFR;1.21
06/06/2003;SOFR;1.22
06/05/2003;SOFR;1.18
06/04/2003;SOFR;1.21
06/03/2003;SOFR;1.24
06/02/2003;SOFR;1.24
05/30/2003;SOFR;1.24
05/29/2003;SOFR;1.22
05/28/2003;SOFR;1.21
05/27/2003;SOFR;1.18
05/23/2003;SOFR;1.19
05/22/2003;SOFR;1.19
05/21/2003;SOFR;1.19
05/20/2003;SOFR;1.2
05/19/2003;SOFR;1.2
05/16/2003;SOFR;1.3
05/15/2003;SOFR;1.2
05/14/2003;SOFR;1.19
05/13/2003;SOFR;1.22
05/12/2003;SOFR;1.18
05/09/2003;SOFR;1.19
05/08/2003;SOFR;1.17
05/07/2003;SOFR;1.12
05/06/2003;SOFR;1.2
05/05/2003;SOFR;1.17
05/02/2003;SOFR;1.2
05/01/2003;SOFR;1.26
04/30/2003;SOFR;1.23
04/29/2003;SOFR;1.22
04/28/2003;SOFR;1.16
04/25/2003;SOFR;1.18
04/24/2003;SOFR;1.16
04/23/2003;SOFR;1.17
04/22/2003;SOFR;1.17
04/21/2003;SOFR;1.17
04/17/2003;SOFR;1.21
04/16/2003;SOFR;1.3
04/15/2003;SOFR;1.26
